Name,Location,Year,Kilometers_Driven,Owner_Type,Engine_CC,Power_bhp,Seats,Selling_Price_Lakh,Mileage_kmpl,Fuel_Type_Petrol,Transmission_Manual,Car_Age,Kms_per_Year,Is_Luxury,Price_per_bhp
Renault Pulse RxL,Hyderabad,2013,71491,First,1461,63.12,5.0,4.95,23.08,False,True,12,5957.58,False,0.08
Volkswagen Polo 1.2 MPI Highline,Bangalore,2015,46354,Second,1198,74.0,5.0,5.49,16.47,True,True,10,4635.4,False,0.07
BMW 3 Series 320d Luxury Line,Delhi,2019,87000,First,1995,190.0,5.0,6.67,22.69,False,False,6,14500.0,True,0.04
Skoda Rapid 1.6 MPI Active,Ahmedabad,2015,20765,First,1598,103.52,5.0,6.25,15.0,True,True,10,2076.5,False,0.06
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2014,51076,First,2967,241.4,7.0,34.88,12.07,False,False,11,4643.27,True,0.14
Maruti Ciaz VDi Plus,Jaipur,2016,84085,First,1248,88.5,5.0,6.9,26.21,False,True,9,9342.78,False,0.08
Honda City i DTEC VX,Kolkata,2014,55000,First,1498,98.6,5.0,5.99,25.1,False,True,11,5000.0,False,0.06
Mercedes-Benz E-Class 2009-2013 E350 Petrol,Mumbai,2010,73000,First,3498,272.0,5.0,10.4,10.93,True,False,15,4866.67,True,0.04
Audi A6 2011-2015 3.0 TDI Quattro Premium Plus,Pune,2012,50001,First,2967,241.38,5.0,29.0,14.57,False,False,13,3846.23,True,0.12
Mahindra Xylo H4,Coimbatore,2016,93166,Second,2179,118.3,7.0,5.85,14.02,False,True,9,10351.78,False,0.05
Honda City 1.5 EXI AT,Kochi,2006,99583,Third,1493,100.0,5.0,2.21,12.0,True,False,19,5241.21,False,0.02
Maruti SX4 ZXI MT BSIV,Mumbai,2010,72000,First,1586,103.3,5.0,2.4,15.5,True,True,15,4800.0,False,0.02
Toyota Corolla Altis G,Pune,2009,70000,Third,1798,138.1,5.0,3.0,14.53,True,True,16,4375.0,False,0.02
Volkswagen Vento Petrol Highline AT,Pune,2012,61000,Second,1598,103.6,5.0,3.75,14.4,True,False,13,4692.31,False,0.04
Hyundai EON Era Plus,Pune,2015,66510,First,814,55.2,5.0,2.95,21.1,True,True,10,6651.0,False,0.05
Skoda Laura Ambition 2.0 TDI CR MT,Hyderabad,2011,84062,First,1968,108.5,5.0,5.8,20.0,False,True,14,6004.43,False,0.05
Maruti Swift VDI,Hyderabad,2012,80799,First,1248,74.0,5.0,4.9,22.9,False,True,13,6215.31,False,0.07
Toyota Corolla Altis 1.8 VL CVT,Kolkata,2018,5000,First,1798,138.03,5.0,16.95,14.28,True,False,7,714.29,False,0.12
Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2013,92000,First,2494,100.0,8.0,12.5,12.99,False,True,12,7666.67,False,0.12
Tata Tiago Wizz 1.05 Revotorq,Hyderabad,2017,53000,First,1047,69.0,5.0,5.0,27.28,False,True,8,6625.0,False,0.07
Skoda Rapid 1.6 MPI Ambition,Mumbai,2015,39822,First,1598,103.52,5.0,4.68,15.41,True,True,10,3982.2,False,0.05
Ford Endeavour 3.2 Titanium AT 4X4,Mumbai,2016,29000,First,3198,197.0,7.0,29.8,10.91,False,False,9,3222.22,False,0.15
Renault KWID RXL,Kochi,2017,24214,Second,799,53.3,5.0,3.46,25.17,True,True,8,3026.75,False,0.06
Hyundai i20 1.4 Asta CRDi with AVN,Pune,2012,75000,First,1396,90.0,5.0,4.0,23.0,False,True,13,5769.23,False,0.04
Skoda Laura Ambiente,Chennai,2012,77216,Second,1896,106.0,5.0,4.5,17.5,False,True,13,5939.69,False,0.04
Toyota Corolla Altis Diesel D4DG,Kochi,2013,74290,First,1364,87.2,5.0,5.87,21.43,False,True,12,6190.83,False,0.07
Mahindra Scorpio S8 8 Seater,Delhi,2015,61000,First,2179,120.0,8.0,9.5,15.4,False,True,10,6100.0,False,0.08
Audi Q5 2.0 TDI Premium Plus,Chennai,2013,44000,First,1968,174.3,5.0,32.5,14.16,False,False,12,3666.67,True,0.19
Chevrolet Enjoy TCDi LS 8 Seater,Coimbatore,2014,74041,First,1248,73.8,8.0,3.88,18.2,False,True,11,6731.0,False,0.05
BMW 3 Series 320d,Coimbatore,2013,85846,First,1995,190.0,5.0,13.08,22.69,False,False,12,7153.83,True,0.07
Nissan Sunny 2011-2014 Diesel XV,Delhi,2012,52000,First,1461,84.8,5.0,3.5,21.64,False,True,13,4000.0,False,0.04
Honda Accord 2.4 MT,Mumbai,2010,47000,Second,2354,177.6,5.0,3.5,12.8,True,True,15,3133.33,False,0.02
Hyundai Verna CRDi,Bangalore,2010,72010,First,1493,110.0,5.0,4.45,16.8,False,True,15,4800.67,False,0.04
Maruti Omni E MPI STD BS IV,Jaipur,2015,15000,First,796,34.2,8.0,2.35,16.8,True,True,10,1500.0,False,0.07
Honda City i VTEC SV,Kolkata,2015,480000,First,1497,117.3,5.0,5.0,17.4,True,True,10,48000.0,False,0.04
Audi A7 2011-2015 Sportback,Kolkata,2012,24720,Second,2967,241.4,5.0,28.0,0.0,False,False,13,1901.54,True,0.12
Ford Fiesta 1.4 ZXi Leather,Chennai,2007,75000,Second,1388,68.0,5.0,2.0,16.6,True,True,18,4166.67,False,0.03
Hyundai i20 1.4 Asta,Mumbai,2015,57000,First,1396,88.73,5.0,6.35,22.54,False,True,10,5700.0,False,0.07
Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,41057,First,2143,201.1,5.0,24.63,13.0,False,False,10,4105.7,True,0.12
Ford EcoSport 1.5 TDCi Trend Plus,Chennai,2016,20000,First,1498,98.59,5.0,7.9,22.77,False,True,9,2222.22,False,0.08
Hyundai i20 1.2 Magna,Mumbai,2011,52359,First,1197,80.0,5.0,3.25,18.5,True,True,14,3739.93,False,0.04
Honda City i VTEC V,Delhi,2016,17000,Second,1497,117.3,5.0,8.25,17.8,True,True,9,1888.89,False,0.07
Nissan Micra Diesel XV,Kolkata,2011,39002,First,1461,63.1,5.0,2.85,23.08,False,True,14,2785.86,False,0.05
Ford Figo Diesel EXI,Pune,2010,129986,Second,1399,68.0,5.0,3.2,20.0,False,True,15,8665.73,False,0.05
Nissan Micra XL,Kolkata,2013,45000,First,1198,75.0,5.0,1.75,18.44,True,True,12,3750.0,False,0.02
Honda Accord 2.4 MT,Ahmedabad,2009,82002,Second,2354,177.6,5.0,5.75,12.8,True,True,16,5125.12,False,0.03
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2010,67000,First,1798,157.75,5.0,4.7,13.7,True,False,15,4466.67,False,0.03
Maruti Omni 8 Seater BSIV,Hyderabad,2017,21260,First,796,35.0,5.0,2.9,14.0,True,True,8,2657.5,False,0.08
Hyundai i20 Magna Optional 1.4 CRDi,Ahmedabad,2012,55362,First,1396,88.8,5.0,4.25,21.9,False,True,13,4258.62,False,0.05
Hyundai Creta 1.6 CRDi AT SX Plus,Chennai,2017,13000,First,1582,126.2,5.0,14.5,17.01,False,False,8,1625.0,False,0.11
Maruti Swift VDI BSIV,Kochi,2016,45725,First,1248,74.0,5.0,5.34,25.2,False,True,9,5080.56,False,0.07
Maruti Swift LDI BSIV,Jaipur,2014,105000,First,1248,74.0,5.0,3.85,25.2,False,True,11,9545.45,False,0.05
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2009,156056,First,2494,102.0,8.0,8.5,12.8,False,True,16,9753.5,False,0.08
Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,135000,First,1120,71.0,5.0,4.2,24.4,False,True,9,15000.0,False,0.06
Maruti Ertiga Paseo VDI,Delhi,2016,67000,First,1248,88.7,7.0,6.75,20.77,False,True,9,7444.44,False,0.08
Ford Endeavour 3.2 Trend AT 4X4,Jaipur,2016,90000,First,3198,197.2,7.0,26.0,10.91,False,False,9,10000.0,False,0.13
Hyundai i20 1.4 Sportz,Coimbatore,2019,32251,First,1396,88.73,5.0,8.61,22.54,False,True,6,5375.17,False,0.1
Maruti Zen Estilo LXI BS IV,Mumbai,2009,47000,First,998,67.1,5.0,1.46,19.0,True,True,16,2937.5,False,0.02
Maruti Ritz VDi,Mumbai,2011,75308,Second,1248,73.9,5.0,2.8,21.1,False,True,14,5379.14,False,0.04
Honda City 1.5 S MT,Mumbai,2014,58000,First,1497,118.0,5.0,5.47,17.0,True,True,11,5272.73,False,0.05
Maruti Swift Dzire ZXi,Mumbai,2009,60000,First,1298,85.8,5.0,2.45,17.5,True,True,16,3750.0,False,0.03
BMW X1 sDrive 20d Sportline,Hyderabad,2014,45000,First,1995,184.0,5.0,21.5,17.05,False,False,11,4090.91,True,0.12
Tata Manza Aqua Safire,Mumbai,2010,41195,First,1368,90.0,5.0,1.38,15.0,True,True,15,2746.33,False,0.02
Mahindra XUV500 W10 2WD,Chennai,2016,89000,First,2179,140.0,7.0,13.5,16.0,False,True,9,9888.89,False,0.1
Hyundai i10 Sportz AT,Bangalore,2009,60510,Second,1197,78.9,5.0,3.1,16.95,True,False,16,3781.88,False,0.04
Maruti Baleno Sigma 1.2,Mumbai,2016,8500,First,1197,83.1,5.0,5.49,21.4,True,True,9,944.44,False,0.07
Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,35981,First,1248,88.5,5.0,9.51,24.3,False,True,8,4497.62,False,0.11
Ford Figo Petrol ZXI,Mumbai,2012,23152,First,1196,70.02,5.0,2.39,15.6,True,True,13,1780.92,False,0.03
Volkswagen Vento Sport 1.2 TSI AT,Mumbai,2014,61529,First,1197,103.5,5.0,5.65,18.19,True,False,11,5593.55,False,0.05
Mahindra Xylo D2 BS III,Ahmedabad,2010,91596,First,2489,93.7,7.0,1.85,14.95,False,True,15,6106.4,False,0.02
Porsche Cayenne Base,Kochi,2019,14298,First,2995,340.0,5.0,2.02,13.33,True,False,6,2383.0,False,0.01
Maruti Swift Dzire VDi,Hyderabad,2013,83327,First,1248,73.9,5.0,5.8,19.3,False,True,12,6943.92,False,0.08
Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,2017,22857,First,1199,74.0,5.0,6.9,16.2,True,True,8,2857.12,False,0.09
Hyundai Verna 1.6 VTVT,Chennai,2013,34620,Second,1591,121.3,5.0,5.35,17.01,True,True,12,2885.0,False,0.04
Hyundai i10 Era 1.1,Bangalore,2010,56000,First,1086,68.05,5.0,2.85,19.81,True,True,15,3733.33,False,0.04
Mercedes-Benz E-Class E250 CDI Launch Edition,Chennai,2014,81000,First,2143,204.0,5.0,22.75,13.0,False,False,11,7363.64,True,0.11
Maruti Zen LXI,Jaipur,1998,95150,Third,993,60.0,5.0,0.45,17.3,True,True,27,3524.07,False,0.01
Hyundai i10 Sportz,Coimbatore,2013,32776,First,1197,78.9,5.0,4.64,20.36,True,True,12,2731.33,False,0.06
Honda Amaze S i-Dtech,Coimbatore,2016,51587,First,1498,98.6,5.0,5.27,25.8,False,True,9,5731.89,False,0.05
Tata Safari Storme VX,Jaipur,2016,36000,First,2179,148.0,7.0,10.0,14.1,False,True,9,4000.0,False,0.07
Honda Brio 1.2 S MT,Mumbai,2015,22000,First,1198,86.8,5.0,3.95,18.5,True,True,10,2200.0,False,0.05
Hyundai i20 Asta,Kochi,2010,30754,First,1197,80.0,5.0,3.38,17.0,True,True,15,2050.27,False,0.04
Volkswagen Jetta 2012-2014 1.4 TSI,Coimbatore,2018,37109,First,1390,120.33,5.0,16.8,14.69,True,True,7,5301.29,False,0.14
Honda Jazz Select Edition,Kolkata,2010,45000,First,1198,88.8,5.0,1.99,16.7,True,True,15,3000.0,False,0.02
Hyundai Grand i10 Sportz,Coimbatore,2017,33284,First,1197,82.0,5.0,5.84,18.9,True,True,8,4160.5,False,0.07
Jaguar XF Diesel,Coimbatore,2016,55115,First,2993,270.9,5.0,36.15,14.74,False,False,9,6123.89,True,0.13
Jaguar XF 2.2 Litre Luxury,Kolkata,2014,18000,First,2179,187.7,5.0,25.7,16.36,False,False,11,1636.36,True,0.14
Mahindra XUV500 W8 2WD,Coimbatore,2013,130790,First,2179,140.0,7.0,9.24,16.0,False,True,12,10899.17,False,0.07
Maruti S Cross DDiS 320 Alpha,Delhi,2015,16607,First,1598,118.0,5.0,7.65,22.7,False,True,10,1660.7,False,0.06
Audi A4 2.0 TDI 177 Bhp Premium Plus,Coimbatore,2015,32205,First,1968,174.33,5.0,25.31,17.11,False,False,10,3220.5,True,0.15
Renault Duster 110PS Diesel RxZ,Delhi,2013,67000,First,1461,108.45,5.0,4.75,19.01,False,True,12,5583.33,False,0.04
Maruti Swift Dzire VXI,Coimbatore,2014,57676,First,1197,85.8,5.0,6.69,19.1,True,True,11,5243.27,False,0.08
Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2012,41000,First,1198,73.9,5.0,3.1,16.47,True,True,13,3153.85,False,0.04
Maruti Omni 8 Seater BSII,Jaipur,2012,65000,First,796,35.0,8.0,1.55,19.7,True,True,13,5000.0,False,0.04
Hyundai Grand i10 1.2 Kappa Magna AT,Coimbatore,2019,12153,First,1197,81.86,5.0,6.84,18.9,True,False,6,2025.5,False,0.08
Tata Nano Twist XT,Hyderabad,2014,16810,First,624,37.5,4.0,1.6,25.4,True,True,11,1528.18,False,0.04
Audi A4 30 TFSI Premium Plus,Kochi,2017,61221,First,1395,147.51,5.0,21.73,17.84,True,False,8,7652.62,True,0.15
Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,22000,First,1198,74.0,5.0,4.75,16.47,True,True,10,2200.0,False,0.06
Maruti Alto 800 LXI,Chennai,2015,63714,First,796,47.3,5.0,2.45,22.74,True,True,10,6371.4,False,0.05
Mini Cooper 5 DOOR D,Kochi,2019,14857,First,1496,113.98,5.0,31.55,20.7,False,False,6,2476.17,False,0.28
Audi A4 New 2.0 TDI Multitronic,Delhi,2012,69000,Second,1968,140.8,5.0,10.25,15.2,False,False,13,5307.69,True,0.07
Ford Endeavour Titanium 4X2,Coimbatore,2019,14648,First,2198,158.0,7.0,27.36,12.62,False,True,6,2441.33,False,0.17
Ford Ecosport 1.5 Ti VCT MT Titanium,Hyderabad,2013,100000,Second,1499,110.0,5.0,6.5,15.8,True,True,12,8333.33,False,0.06
Hyundai Grand i10 Magna,Jaipur,2016,22000,First,1197,82.0,5.0,4.25,18.9,True,True,9,2444.44,False,0.05
Chevrolet Sail 1.2 LS,Mumbai,2014,10000,First,1199,82.4,5.0,5.5,18.2,True,True,11,909.09,False,0.07
Maruti Swift Dzire LXI,Kolkata,2015,107000,First,1197,83.14,5.0,4.0,20.85,True,True,10,10700.0,False,0.05
Tata Zest Revotron 1.2T XM,Kochi,2017,48198,First,1193,88.7,5.0,4.65,17.57,True,True,8,6024.75,False,0.05
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,2015,15000,First,2143,170.0,5.0,28.5,19.27,False,False,10,1500.0,True,0.17
Chevrolet Cruze LTZ,Coimbatore,2014,80073,First,1998,163.7,5.0,7.11,17.3,False,True,11,7279.36,False,0.04
Maruti Ritz VDi,Hyderabad,2013,85388,First,1248,73.9,5.0,3.9,21.1,False,True,12,7115.67,False,0.05
Hyundai Grand i10 1.2 Kappa Sportz Option,Jaipur,2017,14700,First,1197,81.86,5.0,5.6,18.9,True,True,8,1837.5,False,0.07
Maruti Dzire LDI,Pune,2012,150000,Third,1248,73.75,5.0,2.25,28.4,False,True,13,11538.46,False,0.03
Hyundai Verna 1.6 SX,Kolkata,2011,34994,First,1582,126.32,5.0,3.9,22.32,False,True,14,2499.57,False,0.03
Jaguar XF Diesel,Coimbatore,2014,82536,First,2993,270.9,5.0,28.63,14.74,False,False,11,7503.27,True,0.11
Skoda Superb Elegance 1.8 TSI AT,Delhi,2013,82000,First,1798,157.75,5.0,7.25,13.7,True,False,12,6833.33,False,0.05
Maruti Wagon R LXI,Pune,2006,52000,Second,998,67.1,5.0,2.0,18.9,True,True,19,2736.84,False,0.03
Volkswagen Polo Petrol Highline 1.2L,Mumbai,2011,20000,First,1198,73.9,5.0,3.5,16.47,True,True,14,1428.57,False,0.05
Honda Civic 2010-2013 1.8 S MT,Hyderabad,2011,55000,First,1799,130.2,5.0,5.0,14.8,True,True,14,3928.57,False,0.04
Maruti Wagon R VXI,Chennai,2014,52000,First,998,67.04,5.0,3.45,22.5,True,True,11,4727.27,False,0.05
Maruti Swift Dzire VDI,Kolkata,2013,43284,First,1248,74.0,5.0,4.5,23.4,False,True,12,3607.0,False,0.06
Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,23875,First,1591,121.3,5.0,14.36,13.0,True,False,7,3410.71,False,0.12
Hyundai Grand i10 Asta,Bangalore,2016,51866,First,1197,82.0,5.0,5.5,18.9,True,True,9,5762.89,False,0.07
Nissan Micra Diesel XV Premium,Mumbai,2013,69000,First,1461,63.1,5.0,3.0,23.08,False,True,12,5750.0,False,0.05
Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2017,62788,First,1197,81.86,5.0,6.08,18.9,True,True,8,7848.5,False,0.07
Volkswagen Vento Diesel Highline,Chennai,2013,150000,First,1598,103.6,5.0,5.0,20.54,False,True,12,12500.0,False,0.05
Toyota Fortuner 4x2 AT,Kochi,2015,47566,First,2982,168.5,7.0,20.25,12.55,False,False,10,4756.6,False,0.12
Toyota Innova Crysta 2.8 GX AT,Pune,2018,20300,First,2755,171.5,7.0,18.0,11.36,False,False,7,2900.0,False,0.1
Mercedes-Benz A Class A180 CDI,Pune,2015,48300,First,2143,107.3,5.0,17.5,20.0,False,False,10,4830.0,True,0.16
Hyundai EON D Lite,Pune,2013,30000,First,814,55.2,5.0,2.1,21.1,True,True,12,2500.0,False,0.04
Hyundai Elantra CRDi SX,Bangalore,2012,36000,Second,1582,126.24,5.0,7.5,22.7,False,True,13,2769.23,False,0.06
Mini Cooper 3 DOOR D,Kochi,2015,27641,Second,1496,113.98,4.0,24.77,20.7,False,False,10,2764.1,False,0.22
Renault Duster 110PS Diesel RXZ Option,Bangalore,2015,60000,First,1461,108.45,5.0,8.65,19.64,False,True,10,6000.0,False,0.08
Ford Endeavour 3.2 Titanium AT 4X4,Chennai,2019,9000,First,3198,197.0,7.0,35.5,10.91,False,False,6,1500.0,False,0.18
Toyota Corolla Altis GL MT,Delhi,2014,60750,First,1798,138.03,5.0,10.5,14.28,True,True,11,5522.73,False,0.08
Mahindra XUV500 W7,Delhi,2018,9000,First,2179,155.0,7.0,13.0,14.0,False,True,7,1285.71,False,0.08
BMW 7 Series 730Ld Design Pure Excellence CBU,Kolkata,2012,41100,First,2993,261.49,5.0,26.5,16.77,False,False,13,3161.54,True,0.1
Maruti Wagon R LX BSIII,Ahmedabad,2004,60000,Second,1061,64.0,5.0,1.4,17.3,True,True,21,2857.14,False,0.02
Honda City i VTEC SV,Kochi,2017,38424,First,1497,117.3,5.0,7.51,17.8,True,True,8,4803.0,False,0.06
Maruti Swift VDI,Delhi,2014,50000,First,1248,74.0,5.0,4.3,22.9,False,True,11,4545.45,False,0.06
Honda City i-VTEC CVT VX,Mumbai,2015,19000,First,1497,117.3,5.0,8.95,18.0,True,False,10,1900.0,False,0.08
Maruti Ertiga VDI,Kochi,2015,58734,First,1248,88.76,7.0,6.91,20.77,False,True,10,5873.4,False,0.08
Renault Duster 110PS Diesel RxZ,Coimbatore,2016,65257,First,1461,108.45,5.0,9.75,19.01,False,True,9,7250.78,False,0.09
Maruti Swift Dzire VDi,Jaipur,2010,130000,Second,1248,73.9,5.0,4.0,19.3,False,True,15,8666.67,False,0.05
Maruti Ritz VDi,Hyderabad,2011,79000,First,1248,73.94,5.0,3.65,23.2,False,True,14,5642.86,False,0.05
Mahindra XUV500 W8 4WD,Chennai,2013,78000,First,2179,140.0,7.0,10.75,15.1,False,True,12,6500.0,False,0.08
Honda Brio S MT,Kochi,2015,49133,First,1198,86.8,5.0,4.51,19.4,True,True,10,4913.3,False,0.05
Mercedes-Benz M-Class ML 350 4Matic,Coimbatore,2016,22769,First,2987,165.0,5.0,49.22,0.0,False,False,9,2529.89,True,0.3
Tata Manza Club Class Quadrajet90 LS,Coimbatore,2014,54448,First,1248,88.8,5.0,3.7,21.02,False,True,11,4949.82,False,0.04
Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2014,158793,First,2494,102.0,7.0,12.99,12.8,False,True,11,14435.73,False,0.13
Maruti Swift VXI,Delhi,2015,62088,First,1197,85.8,5.0,4.15,18.6,True,True,10,6208.8,False,0.05
Hyundai Verna 1.6 EX VTVT,Kolkata,2012,14800,First,1591,121.3,5.0,4.4,17.01,True,True,13,1138.46,False,0.04
Honda Mobilio S i VTEC,Kolkata,2015,26000,First,1497,117.3,7.0,4.25,17.3,True,True,10,2600.0,False,0.04
Honda Amaze S i-Vtech,Mumbai,2017,32005,First,1198,86.7,5.0,4.25,18.0,True,True,8,4000.62,False,0.05
Honda City i-VTEC CVT VX,Jaipur,2017,35000,First,1497,117.3,5.0,7.7,18.0,True,False,8,4375.0,False,0.07
Land Rover Range Rover 2.2L Dynamic,Pune,2015,52000,First,2179,187.7,5.0,39.75,12.7,False,False,10,5200.0,True,0.21
Honda City i-VTEC V,Mumbai,2017,11000,First,1497,117.3,5.0,8.5,17.4,True,True,8,1375.0,False,0.07
Mercedes-Benz E-Class 280 Elegance,Jaipur,2008,62000,First,2997,231.1,5.0,7.0,9.5,True,False,17,3647.06,True,0.03
Ford Ikon 1.3 Flair,Chennai,2002,65134,Third,1299,70.0,5.0,0.8,13.8,True,True,23,2831.91,False,0.01
Toyota Fortuner 4x2 Manual,Delhi,2013,71000,First,2982,168.5,7.0,15.25,13.0,False,True,12,5916.67,False,0.09
Maruti A-Star Vxi,Hyderabad,2008,51366,First,998,66.1,5.0,2.25,19.0,True,True,17,3021.53,False,0.03
Tata Sumo EX,Kolkata,2016,46300,First,1948,83.1,7.0,4.85,14.07,False,True,9,5144.44,False,0.06
Honda City V AT,Coimbatore,2012,60908,Second,1497,116.3,5.0,6.42,15.6,True,False,13,4685.23,False,0.06
Nissan Micra XV D,Chennai,2012,93450,Second,1461,63.12,5.0,2.5,23.19,False,True,13,7188.46,False,0.04
Hyundai Verna SX CRDi AT,Hyderabad,2011,104000,First,1582,126.32,5.0,5.75,19.08,False,False,14,7428.57,False,0.05
Maruti 800 Std,Pune,2003,52000,First,796,37.0,4.0,0.5,16.1,True,True,22,2363.64,False,0.01
Mahindra XUV500 W8 4WD,Coimbatore,2015,42999,First,2179,140.0,7.0,11.52,15.1,False,True,10,4299.9,False,0.08
Maruti SX4 VDI,Delhi,2014,90000,First,1248,88.8,5.0,4.5,21.5,False,True,11,8181.82,False,0.05
Hyundai i20 Sportz AT 1.4,Bangalore,2013,72000,First,1396,98.6,5.0,4.75,15.0,True,False,12,6000.0,False,0.05
Hyundai Creta 1.6 CRDi SX,Coimbatore,2019,54321,First,1582,126.2,5.0,13.54,19.67,False,True,6,9053.5,False,0.11
Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,59630,First,2143,201.1,5.0,23.41,13.0,False,False,10,5963.0,True,0.12
Toyota Fortuner 4x2 AT,Hyderabad,2013,116000,Second,2982,168.5,7.0,19.25,12.55,False,False,12,9666.67,False,0.11
Volvo S60 D4 KINETIC,Ahmedabad,2015,34000,First,1984,181.0,5.0,20.0,9.0,False,False,10,3400.0,True,0.11
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Delhi,2011,70000,First,2143,203.0,5.0,13.0,14.21,False,False,14,5000.0,True,0.06
Honda Accord 2.4 Elegance M/T,Chennai,2010,80000,First,2354,180.0,5.0,3.99,10.2,True,True,15,5333.33,False,0.02
Honda Amaze S i-Dtech,Pune,2015,110000,First,1498,98.6,5.0,4.65,25.8,False,True,10,11000.0,False,0.05
Maruti Dzire ZDI,Ahmedabad,2013,56454,First,1248,73.75,5.0,4.65,28.4,False,True,12,4704.5,False,0.06
Maruti Swift LXI,Kolkata,2013,60000,First,1197,85.8,5.0,3.15,18.6,True,True,12,5000.0,False,0.04
Toyota Corolla Altis G HV AT,Delhi,2013,56000,First,1798,138.1,5.0,8.25,14.53,True,False,12,4666.67,False,0.06
Land Rover Range Rover Vogue SE 4.4 SDV8,Bangalore,2012,63000,Second,4367,335.3,5.0,65.0,11.49,False,False,13,4846.15,True,0.19
Maruti Swift VDI,Chennai,2012,63000,First,1248,74.0,5.0,4.5,22.9,False,True,13,4846.15,False,0.06
Jeep Compass 2.0 Limited Option 4X4,Kolkata,2017,15050,First,1956,170.0,5.0,17.5,16.3,False,True,8,1881.25,False,0.1
Maruti Swift VXI BSIV,Mumbai,2016,29401,First,1197,81.8,5.0,4.31,20.4,True,True,9,3266.78,False,0.05
Honda Jazz 1.2 SV i VTEC,Kochi,2016,25238,First,1199,88.7,5.0,6.2,18.7,True,True,9,2804.22,False,0.07
Volkswagen Polo Petrol Trendline 1.2L,Kochi,2011,58752,First,1198,73.9,5.0,3.32,16.47,True,True,14,4196.57,False,0.04
Honda Civic 2006-2010 1.8 V AT,Delhi,2011,62000,First,1799,130.0,5.0,3.75,12.9,True,False,14,4428.57,False,0.03
Toyota Etios G SP,Bangalore,2013,132000,First,1496,88.73,5.0,4.7,16.78,True,True,12,11000.0,False,0.05
Hyundai Verna 1.6 SX VTVT,Chennai,2016,51000,First,1591,121.3,5.0,6.5,17.01,True,True,9,5666.67,False,0.05
Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2009,185200,First,2494,102.0,8.0,7.25,12.8,False,True,16,11575.0,False,0.07
Maruti SX4 S Cross DDiS 320 Zeta,Coimbatore,2016,61717,First,1598,118.0,5.0,8.94,22.7,False,True,9,6857.44,False,0.08
Ford Freestyle Titanium Plus Petrol,Kolkata,2018,8896,First,1194,94.68,5.0,7.34,19.0,True,True,7,1270.86,False,0.08
Maruti Baleno Alpha 1.2,Delhi,2016,17000,First,1197,83.1,5.0,6.9,21.4,True,True,9,1888.89,False,0.08
Honda Jazz V,Mumbai,2016,31378,First,1199,88.7,5.0,5.9,18.2,True,True,9,3486.44,False,0.07
Hyundai Verna 1.6 CRDi EX AT,Pune,2013,114000,First,1582,126.3,5.0,6.75,22.32,False,False,12,9500.0,False,0.05
Honda Amaze VX i-DTEC,Ahmedabad,2014,81000,First,1498,98.6,5.0,4.1,25.8,False,True,11,7363.64,False,0.04
Audi Q3 30 TDI Premium FWD,Mumbai,2017,31000,First,1968,147.51,5.0,27.0,18.51,False,False,8,3875.0,True,0.18
Skoda Rapid 2013-2016 1.6 MPI Ambition,Mumbai,2014,35000,First,1598,103.52,5.0,4.5,15.0,True,True,11,3181.82,False,0.04
Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,2013,60001,First,1968,174.33,5.0,14.5,17.11,False,False,12,5000.08,True,0.08
Maruti Swift Dzire VDI,Jaipur,2014,75074,First,1248,74.0,5.0,5.25,23.4,False,True,11,6824.91,False,0.07
Tata Indica Vista Quadrajet LS,Kolkata,2012,80000,Second,1248,74.0,5.0,1.2,22.3,False,True,13,6153.85,False,0.02
Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,2006,147350,Second,2494,100.6,8.0,4.95,12.99,False,True,19,7755.26,False,0.05
Renault Duster 110PS Diesel RxZ Plus,Hyderabad,2013,60000,First,1461,108.45,5.0,7.5,19.64,False,True,12,5000.0,False,0.07
Mercedes-Benz E-Class E400 Cabriolet,Kolkata,2015,7501,First,2996,333.0,4.0,48.0,10.0,True,False,10,750.1,True,0.14
Honda Amaze S i-Dtech,Delhi,2015,58000,First,1498,98.6,5.0,4.45,25.8,False,True,10,5800.0,False,0.05
Mercedes-Benz GLE 350d,Coimbatore,2018,29277,First,2987,254.79,5.0,59.65,11.57,False,False,7,4182.43,True,0.23
